gen,avg,var,1,2,3,4,5,6,7,8,9,10
0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
5000,8.6,128.84,13,2,2,12,13,1,0,39,4,0
10000,44.6,1462.0400000000002,34,26,29,22,29,144,13,88,32,29
15000,125.7,11390.41,63,212,99,90,18,38,45,397,138,157
20000,42.3,1716.4099999999999,56,153,16,7,27,4,18,39,39,64
25000,1305.4,2162639.2399999998,526,676,125,4267,190,884,2824,131,132,3299
